DISEASE,MMWR_YEAR,MMWR_WEEK,CURRENT_WEEK,YTD_CASES,AVERAGE_5Y
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,39,NA,3,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,39,NA,NA,NA
"Botulism, total",2014,39,NA,103,3
"Botulism, foodborne",2014,39,NA,13,0
"Botulism, infant",2014,39,NA,75,2
"Botulism, other (wound and unspecified)",2014,39,NA,15,0
Brucellosis,2014,39,2,55,2
Chancroid,2014,39,NA,15,0
Cholera,2014,39,NA,NA,0
Cyclosporiasis,2014,39,2,338,3
Diphtheria,2014,39,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,39,NA,17,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,39,NA,123,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,39,1,174,3
Hansen disease,2014,39,NA,42,2
Hantavirus pulmonary syndrome,2014,39,NA,18,0
"Hemolytic uremic syndrome, postdiarrheal",2014,39,1,141,8
"Hepatitis B, virus infection perinatal",2014,39,NA,26,1
"Influenza-associated pediatric mortality,",2014,39,NA,102,2
Leptospirosis,2014,39,NA,9,0
Listeriosis,2014,39,4,442,23
Measles,2014,39,NA,598,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,39,NA,77,3
"Meningococcal disease, invasive, serogroup B",2014,39,NA,40,2
"Meningococcal disease, invasive, other serogroup",2014,39,NA,19,0
"Meningococcal disease, invasive, unknown serogroup",2014,39,4,168,5
Novel influenza A virus infections***,2014,39,NA,2,292
Plague,2014,39,NA,4,0
"Poliomyelitis, paralytic",2014,39,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,39,NA,NA,NA
Psittacosis,2014,39,1,1,0
"Q fever, total",2014,39,NA,98,3
"Q fever, acute",2014,39,NA,77,2
"Q fever, chronic",2014,39,NA,21,0
"Rabies, human",2014,39,NA,NA,0
Rubella,2014,39,NA,7,0
"Rubella, congenital syndrome",2014,39,NA,NA,0
Streptococcal toxic-shock syndrome,2014,39,1,144,2
"Syphilis, congenital (age <1 yr)",2014,39,NA,189,7
Tetanus,2014,39,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,39,NA,35,1
Trichinellosis,2014,39,NA,11,0
Tularemia,2014,39,1,111,3
Typhoid fever,2014,39,1,225,8
Vancomycin-intermediate Staphylococcus aureus,2014,39,5,130,3
Vancomycin-resistant Staphylococcus aureus,2014,39,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,39,25,770,29
Viral hemorrhagic fever,2014,39,NA,NA,NA
Yellow fever,2014,39,NA,NA,NA
Anthrax,2014,40,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,40,NA,39,2
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,40,NA,5,0
"Arboviral diseases, Powassan virus disease,",2014,40,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,40,NA,3,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,40,NA,NA,NA
"Botulism, total",2014,40,NA,103,3
"Botulism, foodborne",2014,40,NA,13,0
"Botulism, infant",2014,40,NA,75,2
"Botulism, other (wound and unspecified)",2014,40,NA,15,0
Brucellosis,2014,40,1,61,2
Chancroid,2014,40,NA,14,0
Cholera,2014,40,NA,NA,0
Cyclosporiasis,2014,40,NA,340,2
Diphtheria,2014,40,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,40,NA,17,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,40,1,125,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,40,3,182,3
Hansen disease,2014,40,NA,42,2
Hantavirus pulmonary syndrome,2014,40,NA,18,0
"Hemolytic uremic syndrome, postdiarrheal",2014,40,3,147,8
"Hepatitis B, virus infection perinatal",2014,40,NA,30,1
"Influenza-associated pediatric mortality,",2014,40,NA,102,3
Leptospirosis,2014,40,NA,10,0
Listeriosis,2014,40,12,468,21
Measles,2014,40,NA,597,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,40,1,80,3
"Meningococcal disease, invasive, serogroup B",2014,40,NA,40,2
"Meningococcal disease, invasive, other serogroup",2014,40,NA,20,0
"Meningococcal disease, invasive, unknown serogroup",2014,40,3,173,5
Novel influenza A virus infections***,2014,40,NA,2,429
Plague,2014,40,NA,4,0
"Poliomyelitis, paralytic",2014,40,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,40,NA,NA,NA
Psittacosis,2014,40,NA,2,NA
"Q fever, total",2014,40,1,101,2
"Q fever, acute",2014,40,1,80,2
"Q fever, chronic",2014,40,NA,21,0
"Rabies, human",2014,40,NA,NA,0
Rubella,2014,40,NA,7,0
"Rubella, congenital syndrome",2014,40,NA,NA,0
SARS-CoV,2014,40,NA,NA,NA
Smallpox,2014,40,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,40,NA,145,2
"Syphilis, congenital (age <1 yr)",2014,40,NA,192,7
Tetanus,2014,40,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,40,NA,36,1
Trichinellosis,2014,40,NA,11,0
Tularemia,2014,40,3,121,3
Typhoid fever,2014,40,7,239,7
Vancomycin-intermediate Staphylococcus aureus,2014,40,3,139,3
Vancomycin-resistant Staphylococcus aureus,2014,40,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,40,22,819,27
Viral hemorrhagic fever,2014,40,NA,NA,NA
Yellow fever,2014,40,NA,NA,NA
Anthrax,2014,41,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,41,NA,49,2
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,41,NA,6,0
"Arboviral diseases, Powassan virus disease,",2014,41,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,41,NA,4,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,41,NA,NA,NA
"Botulism, total",2014,41,2,105,4
"Botulism, foodborne",2014,41,NA,13,0
"Botulism, infant",2014,41,2,77,2
"Botulism, other (wound and unspecified)",2014,41,NA,15,1
Brucellosis,2014,41,1,64,2
Chancroid,2014,41,NA,14,0
Cholera,2014,41,NA,NA,0
Cyclosporiasis,2014,41,2,342,2
Diphtheria,2014,41,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,41,NA,17,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,41,NA,128,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,41,NA,183,3
Hansen disease,2014,41,1,44,2
Hantavirus pulmonary syndrome,2014,41,NA,20,0
"Hemolytic uremic syndrome, postdiarrheal",2014,41,2,149,7
"Hepatitis B, virus infection perinatal",2014,41,NA,27,1
"Influenza-associated pediatric mortality,",2014,41,NA,102,3
Leptospirosis,2014,41,NA,10,0
Listeriosis,2014,41,7,475,20
Measles,2014,41,2,599,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,41,NA,81,4
"Meningococcal disease, invasive, serogroup B",2014,41,1,43,2
"Meningococcal disease, invasive, other serogroup",2014,41,NA,19,0
"Meningococcal disease, invasive, unknown serogroup",2014,41,1,172,5
Novel influenza A virus infections***,2014,41,NA,2,554
Plague,2014,41,NA,4,0
"Poliomyelitis, paralytic",2014,41,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,41,NA,NA,NA
Psittacosis,2014,41,1,2,NA
"Q fever, total",2014,41,2,105,2
"Q fever, acute",2014,41,1,83,2
"Q fever, chronic",2014,41,1,22,1
"Rabies, human",2014,41,NA,NA,0
Rubella,2014,41,1,8,0
"Rubella, congenital syndrome",2014,41,NA,NA,NA
SARS-CoV,2014,41,NA,NA,NA
Smallpox,2014,41,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,41,NA,145,2
"Syphilis, congenital (age <1 yr)",2014,41,NA,203,6
Tetanus,2014,41,1,20,1
Toxic-shock syndrome (staphylococcal),2014,41,NA,37,1
Trichinellosis,2014,41,NA,11,0
Tularemia,2014,41,4,126,3
Typhoid fever,2014,41,5,242,7
Vancomycin-intermediate Staphylococcus aureus,2014,41,NA,159,3
Vancomycin-resistant Staphylococcus aureus,2014,41,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,41,10,842,23
Viral hemorrhagic fever,2014,41,1,2,NA
Yellow fever,2014,41,NA,NA,NA
Anthrax,2014,42,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,42,NA,49,1
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,42,NA,7,0
"Arboviral diseases, Powassan virus disease,",2014,42,NA,7,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,42,NA,4,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,42,NA,NA,NA
"Botulism, total",2014,42,1,106,3
"Botulism, foodborne",2014,42,NA,13,0
"Botulism, infant",2014,42,1,78,2
"Botulism, other (wound and unspecified)",2014,42,NA,15,1
Brucellosis,2014,42,1,69,1
Chancroid,2014,42,1,16,0
Cholera,2014,42,NA,NA,0
Cyclosporiasis,2014,42,5,352,2
Diphtheria,2014,42,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,42,NA,17,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,42,2,131,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,42,3,186,3
Hansen disease,2014,42,1,45,2
Hantavirus pulmonary syndrome,2014,42,NA,20,0
"Hemolytic uremic syndrome, postdiarrheal",2014,42,3,155,7
"Hepatitis B, virus infection perinatal",2014,42,NA,27,1
"Influenza-associated pediatric mortality,",2014,42,2,104,4
Leptospirosis,2014,42,NA,10,0
Listeriosis,2014,42,7,490,18
Measles,2014,42,NA,599,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,42,NA,81,4
"Meningococcal disease, invasive, serogroup B",2014,42,1,47,2
"Meningococcal disease, invasive, other serogroup",2014,42,NA,20,0
"Meningococcal disease, invasive, unknown serogroup",2014,42,3,176,5
Novel influenza A virus infections***,2014,42,NA,2,676
Plague,2014,42,NA,4,0
"Poliomyelitis, paralytic",2014,42,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,42,NA,NA,NA
Psittacosis,2014,42,1,3,NA
"Q fever, total",2014,42,2,109,2
"Q fever, acute",2014,42,2,87,2
"Q fever, chronic",2014,42,NA,22,0
"Rabies, human",2014,42,NA,NA,0
Rubella,2014,42,NA,8,0
"Rubella, congenital syndrome",2014,42,NA,NA,NA
SARS-CoV,2014,42,NA,NA,NA
Smallpox,2014,42,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,42,NA,146,2
"Syphilis, congenital (age <1 yr)",2014,42,NA,218,6
Tetanus,2014,42,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,42,NA,37,1
Trichinellosis,2014,42,NA,11,0
Tularemia,2014,42,1,129,3
Typhoid fever,2014,42,2,254,7
Vancomycin-intermediate Staphylococcus aureus,2014,42,2,162,3
Vancomycin-resistant Staphylococcus aureus,2014,42,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,42,16,873,21
Viral hemorrhagic fever,2014,42,2,4,NA
Yellow fever,2014,42,NA,NA,NA
Anthrax,2014,43,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,43,NA,52,1
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,43,NA,7,0
"Arboviral diseases, Powassan virus disease,",2014,43,NA,7,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,43,NA,5,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,43,NA,NA,NA
"Botulism, total",2014,43,1,108,3
"Botulism, foodborne",2014,43,NA,13,0
"Botulism, infant",2014,43,1,80,2
"Botulism, other (wound and unspecified)",2014,43,NA,15,1
Brucellosis,2014,43,1,70,2
Chancroid,2014,43,1,17,0
Cholera,2014,43,NA,NA,0
Cyclosporiasis,2014,43,NA,355,2
Diphtheria,2014,43,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,43,1,19,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,43,1,133,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,43,3,190,3
Hansen disease,2014,43,NA,45,2
Hantavirus pulmonary syndrome,2014,43,NA,20,0
"Hemolytic uremic syndrome, postdiarrheal",2014,43,2,156,7
"Hepatitis B, virus infection perinatal",2014,43,NA,27,1
"Influenza-associated pediatric mortality,",2014,43,NA,104,5
Leptospirosis,2014,43,NA,10,0
Listeriosis,2014,43,7,500,16
Measles,2014,43,1,600,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,43,NA,82,4
"Meningococcal disease, invasive, serogroup B",2014,43,1,47,2
"Meningococcal disease, invasive, other serogroup",2014,43,NA,20,0
"Meningococcal disease, invasive, unknown serogroup",2014,43,2,179,6
Novel influenza A virus infections***,2014,43,1,3,742
Plague,2014,43,NA,4,0
"Poliomyelitis, paralytic",2014,43,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,43,NA,NA,NA
Psittacosis,2014,43,1,3,NA
"Q fever, total",2014,43,NA,110,2
"Q fever, acute",2014,43,NA,88,2
"Q fever, chronic",2014,43,NA,22,0
"Rabies, human",2014,43,NA,1,0
Rubella,2014,43,NA,7,0
"Rubella, congenital syndrome",2014,43,NA,NA,NA
SARS-CoV,2014,43,NA,NA,NA
Smallpox,2014,43,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,43,NA,146,2
"Syphilis, congenital (age <1 yr)",2014,43,NA,223,6
Tetanus,2014,43,NA,20,0
Toxic-shock syndrome (staphylococcal),2014,43,NA,37,1
Trichinellosis,2014,43,NA,11,0
Tularemia,2014,43,4,132,3
Typhoid fever,2014,43,5,258,6
Vancomycin-intermediate Staphylococcus aureus,2014,43,NA,163,3
Vancomycin-resistant Staphylococcus aureus,2014,43,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,43,18,898,18
Viral hemorrhagic fever,2014,43,1,5,NA
Yellow fever,2014,43,NA,NA,NA
Anthrax,2014,44,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,44,NA,58,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,44,NA,8,0
"Arboviral diseases, Powassan virus disease,",2014,44,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,44,NA,6,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,44,NA,NA,NA
"Botulism, total",2014,44,NA,108,3
"Botulism, foodborne",2014,44,NA,13,0
"Botulism, infant",2014,44,NA,80,2
"Botulism, other (wound and unspecified)",2014,44,NA,15,1
Brucellosis,2014,44,1,70,1
Chancroid,2014,44,2,22,0
Cholera,2014,44,NA,NA,0
Cyclosporiasis,2014,44,NA,355,2
Diphtheria,2014,44,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,44,NA,19,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,44,1,138,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,44,1,190,4
Hansen disease,2014,44,NA,45,2
Hantavirus pulmonary syndrome,2014,44,NA,20,0
"Hemolytic uremic syndrome, postdiarrheal",2014,44,1,155,7
"Hepatitis B, virus infection perinatal",2014,44,NA,29,1
"Influenza-associated pediatric mortality,",2014,44,NA,104,6
Leptospirosis,2014,44,NA,11,0
Listeriosis,2014,44,8,515,16
Measles,2014,44,NA,599,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,44,1,84,4
"Meningococcal disease, invasive, serogroup B",2014,44,NA,48,2
"Meningococcal disease, invasive, other serogroup",2014,44,NA,18,0
"Meningococcal disease, invasive, unknown serogroup",2014,44,2,186,6
Novel influenza A virus infections***,2014,44,NA,3,741
Plague,2014,44,NA,4,NA
"Poliomyelitis, paralytic",2014,44,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,44,NA,NA,NA
Psittacosis,2014,44,NA,3,NA
"Q fever, total",2014,44,NA,117,2
"Q fever, acute",2014,44,NA,94,1
"Q fever, chronic",2014,44,NA,23,0
"Rabies, human",2014,44,NA,1,0
Rubella,2014,44,NA,7,0
"Rubella, congenital syndrome",2014,44,NA,NA,NA
SARS-CoV,2014,44,NA,NA,NA
Smallpox,2014,44,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,44,NA,150,2
"Syphilis, congenital (age <1 yr)",2014,44,NA,234,6
Tetanus,2014,44,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,44,1,38,1
Trichinellosis,2014,44,NA,12,0
Tularemia,2014,44,NA,134,3
Typhoid fever,2014,44,NA,262,5
Vancomycin-intermediate Staphylococcus aureus,2014,44,3,168,3
Vancomycin-resistant Staphylococcus aureus,2014,44,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,44,6,943,17
Viral hemorrhagic fever,2014,44,NA,5,NA
Yellow fever,2014,44,NA,NA,NA
Anthrax,2014,45,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,45,NA,59,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,45,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,45,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,45,NA,6,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,45,NA,NA,NA
"Botulism, total",2014,45,1,114,3
"Botulism, foodborne",2014,45,NA,13,0
"Botulism, infant",2014,45,1,86,2
"Botulism, other (wound and unspecified)",2014,45,NA,15,1
Brucellosis,2014,45,1,72,1
Chancroid,2014,45,1,18,0
Cholera,2014,45,NA,NA,0
Cyclosporiasis,2014,45,NA,355,2
Diphtheria,2014,45,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,45,NA,19,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,45,NA,139,3
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,45,1,192,4
Hansen disease,2014,45,NA,45,2
Hantavirus pulmonary syndrome,2014,45,NA,21,0
"Hemolytic uremic syndrome, postdiarrheal",2014,45,1,156,6
"Hepatitis B, virus infection perinatal",2014,45,NA,30,1
"Influenza-associated pediatric mortality,",2014,45,NA,104,5
Leptospirosis,2014,45,1,14,0
Listeriosis,2014,45,11,535,15
Measles,2014,45,NA,600,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,45,1,85,4
"Meningococcal disease, invasive, serogroup B",2014,45,NA,50,2
"Meningococcal disease, invasive, other serogroup",2014,45,NA,20,0
"Meningococcal disease, invasive, unknown serogroup",2014,45,1,188,7
Novel influenza A virus infections***,2014,45,NA,3,642
Plague,2014,45,NA,4,NA
"Poliomyelitis, paralytic",2014,45,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,45,NA,NA,NA
Psittacosis,2014,45,NA,3,NA
"Q fever, total",2014,45,2,121,2
"Q fever, acute",2014,45,2,98,1
"Q fever, chronic",2014,45,NA,23,0
"Rabies, human",2014,45,NA,1,0
Rubella,2014,45,NA,7,0
"Rubella, congenital syndrome",2014,45,NA,NA,NA
SARS-CoV,2014,45,NA,NA,NA
Smallpox,2014,45,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,45,NA,153,3
"Syphilis, congenital (age <1 yr)",2014,45,NA,234,6
Tetanus,2014,45,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,45,NA,39,1
Trichinellosis,2014,45,NA,12,0
Tularemia,2014,45,3,139,2
Typhoid fever,2014,45,2,269,5
Vancomycin-intermediate Staphylococcus aureus,2014,45,1,169,3
Vancomycin-resistant Staphylococcus aureus,2014,45,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,45,11,969,14
Viral hemorrhagic fever,2014,45,NA,5,NA
Yellow fever,2014,45,NA,NA,NA
Anthrax,2014,46,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,46,NA,72,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,46,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,46,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,46,NA,6,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,46,NA,NA,NA
"Botulism, total",2014,46,NA,116,3
"Botulism, foodborne",2014,46,NA,13,0
"Botulism, infant",2014,46,NA,88,2
"Botulism, other (wound and unspecified)",2014,46,NA,15,0
Brucellosis,2014,46,NA,73,1
Chancroid,2014,46,1,19,0
Cholera,2014,46,NA,NA,0
Cyclosporiasis,2014,46,NA,356,1
Diphtheria,2014,46,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,46,1,21,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,46,NA,140,4
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,46,2,197,4
Hansen disease,2014,46,1,46,1
Hantavirus pulmonary syndrome,2014,46,NA,22,0
"Hemolytic uremic syndrome, postdiarrheal",2014,46,1,161,6
"Hepatitis B, virus infection perinatal",2014,46,1,31,1
"Influenza-associated pediatric mortality,",2014,46,NA,104,6
Leptospirosis,2014,46,NA,15,0
Listeriosis,2014,46,12,554,14
Measles,2014,46,NA,608,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,46,NA,86,4
"Meningococcal disease, invasive, serogroup B",2014,46,1,52,2
"Meningococcal disease, invasive, other serogroup",2014,46,1,21,0
"Meningococcal disease, invasive, unknown serogroup",2014,46,3,191,7
Novel influenza A virus infections***,2014,46,NA,3,537
Plague,2014,46,NA,5,NA
"Poliomyelitis, paralytic",2014,46,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,46,NA,NA,NA
Psittacosis,2014,46,NA,3,NA
"Q fever, total",2014,46,NA,127,2
"Q fever, acute",2014,46,NA,103,1
"Q fever, chronic",2014,46,NA,24,0
"Rabies, human",2014,46,NA,1,0
Rubella,2014,46,NA,8,0
"Rubella, congenital syndrome",2014,46,NA,NA,NA
SARS-CoV,2014,46,NA,NA,NA
Smallpox,2014,46,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,46,3,171,3
"Syphilis, congenital (age <1 yr)",2014,46,NA,243,6
Tetanus,2014,46,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,46,1,40,1
Trichinellosis,2014,46,NA,12,0
Tularemia,2014,46,NA,141,2
Typhoid fever,2014,46,1,270,5
Vancomycin-intermediate Staphylococcus aureus,2014,46,1,170,2
Vancomycin-resistant Staphylococcus aureus,2014,46,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,46,2,988,13
Viral hemorrhagic fever,2014,46,NA,5,NA
Yellow fever,2014,46,NA,NA,NA
Anthrax,2014,47,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,47,NA,75,0
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,47,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,47,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,47,NA,6,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,47,NA,NA,NA
"Botulism, total",2014,47,NA,120,3
"Botulism, foodborne",2014,47,NA,13,0
"Botulism, infant",2014,47,NA,92,2
"Botulism, other (wound and unspecified)",2014,47,NA,15,1
Brucellosis,2014,47,2,76,1
Chancroid,2014,47,NA,19,0
Cholera,2014,47,NA,NA,0
Cyclosporiasis,2014,47,NA,358,1
Diphtheria,2014,47,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,47,NA,22,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,47,NA,143,4
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,47,1,200,5
Hansen disease,2014,47,NA,46,1
Hantavirus pulmonary syndrome,2014,47,NA,22,0
"Hemolytic uremic syndrome, postdiarrheal",2014,47,1,161,5
"Hepatitis B, virus infection perinatal",2014,47,1,32,1
"Influenza-associated pediatric mortality,",2014,47,4,108,5
Leptospirosis,2014,47,NA,18,0
Listeriosis,2014,47,7,570,13
Measles,2014,47,NA,610,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,47,NA,86,5
"Meningococcal disease, invasive, serogroup B",2014,47,NA,54,2
"Meningococcal disease, invasive, other serogroup",2014,47,NA,21,0
"Meningococcal disease, invasive, unknown serogroup",2014,47,4,195,7
Novel influenza A virus infections***,2014,47,NA,3,398
Plague,2014,47,NA,5,NA
"Poliomyelitis, paralytic",2014,47,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,47,NA,NA,NA
Psittacosis,2014,47,1,4,NA
"Q fever, total",2014,47,1,128,2
"Q fever, acute",2014,47,1,104,1
"Q fever, chronic",2014,47,NA,24,0
"Rabies, human",2014,47,NA,1,NA
Rubella,2014,47,NA,8,NA
"Rubella, congenital syndrome",2014,47,NA,NA,NA
SARS-CoV,2014,47,NA,NA,NA
Smallpox,2014,47,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,47,1,174,3
"Syphilis, congenital (age <1 yr)",2014,47,NA,260,7
Tetanus,2014,47,NA,20,1
Toxic-shock syndrome (staphylococcal),2014,47,NA,41,1
Trichinellosis,2014,47,NA,12,0
Tularemia,2014,47,NA,143,1
Typhoid fever,2014,47,NA,271,5
Vancomycin-intermediate Staphylococcus aureus,2014,47,1,171,2
Vancomycin-resistant Staphylococcus aureus,2014,47,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,47,14,NA,12
Viral hemorrhagic fever,2014,47,NA,5,NA
Yellow fever,2014,47,NA,NA,NA
Anthrax,2014,48,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,48,NA,75,NA
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,48,NA,8,NA
"Arboviral diseases, Powassan virus disease,",2014,48,NA,6,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,48,NA,6,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,48,NA,NA,NA
"Botulism, total",2014,48,NA,129,3
"Botulism, foodborne",2014,48,NA,13,0
"Botulism, infant",2014,48,NA,101,2
"Botulism, other (wound and unspecified)",2014,48,NA,15,0
Brucellosis,2014,48,NA,79,1
Chancroid,2014,48,NA,18,1
Cholera,2014,48,NA,NA,0
Cyclosporiasis,2014,48,1,361,1
Diphtheria,2014,48,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,48,NA,22,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,48,3,147,4
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,48,2,205,5
Hansen disease,2014,48,1,47,2
Hantavirus pulmonary syndrome,2014,48,NA,22,0
"Hemolytic uremic syndrome, postdiarrheal",2014,48,NA,169,4
"Hepatitis B, virus infection perinatal",2014,48,NA,32,1
"Influenza-associated pediatric mortality,",2014,48,NA,108,4
Leptospirosis,2014,48,NA,19,0
Listeriosis,2014,48,13,588,13
Measles,2014,48,NA,610,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,48,1,88,4
"Meningococcal disease, invasive, serogroup B",2014,48,NA,54,3
"Meningococcal disease, invasive, other serogroup",2014,48,NA,21,0
"Meningococcal disease, invasive, unknown serogroup",2014,48,2,199,7
Novel influenza A virus infections***,2014,48,NA,3,290
Plague,2014,48,NA,5,NA
"Poliomyelitis, paralytic",2014,48,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,48,NA,NA,NA
Psittacosis,2014,48,1,6,NA
"Q fever, total",2014,48,NA,131,2
"Q fever, acute",2014,48,NA,107,1
"Q fever, chronic",2014,48,NA,24,0
